Provider Name,Phone,Address,Specialty,NPI,Website,License Number,Clinic Name,State,Phone_Valid,NPI_Valid,Website_Active,Address_Valid,Website_Title,AI_Specialty_Prediction,AI_Category,AI_Keywords,AI_Summary,Confidence_Score,Trust_Level,Anomaly_Flag,Anomaly_Notes
Linda Brown,3601062059,"372 James Drive Apt. 370, East Stephanie, DC 90859",Gastroenterology,1344624531,https://www.linda37clinic.com,LIC-34114,Linda Health Clinic,TX,True,True,True,True,Linda Health Clinic | Gastroenterology in TX,Gastroenterology,Specialist Clinic,"Gastroenterology, TX, Linda, healthcare, doctor","Linda Brown is a Gastroenterology provider at Linda Health Clinic based in TX, serving patients as a specialist clinic.",93,High,False,
Charles Orozco,+1-463-326-7031x486,"50054 Daniel Mill Apt. 187, Curtisport, WI 87377",Dermatology,1955560265,https://www.charles36clinic.com,LIC-56192,Charles Health Clinic,GA,True,True,True,True,Charles Health Clinic | Dermatology in GA,Dermatology,Specialist Clinic,"Dermatology, GA, Charles, healthcare, doctor","Charles Orozco is a Dermatology provider at Charles Health Clinic based in GA, serving patients as a specialist clinic.",94,High,False,
Ms. Sarah Clark,8499325050,"26219 Sparks Rest, North Gary, NV 24083",Neurology,1794547101,https://www.ms.22clinic.com,LIC-31496,Ms. Health Clinic,MI,True,True,True,True,Ms. Health Clinic | Neurology in MI,Neurology,Specialist Clinic,"Neurology, MI, Ms., healthcare, doctor","Ms. Sarah Clark is a Neurology provider at Ms. Health Clinic based in MI, serving patients as a specialist clinic.",90,High,False,
Jessica Beck,1019883934,"807 Davis Avenue, West Amberberg, CT 03681",Orthopedics,1581727737,https://www.jessica37clinic.com,LIC-92658,Jessica Health Clinic,NY,True,True,True,True,Jessica Health Clinic | Orthopedics in NY,Orthopedics,Specialist Clinic,"Orthopedics, NY, Jessica, healthcare, doctor","Jessica Beck is a Orthopedics provider at Jessica Health Clinic based in NY, serving patients as a specialist clinic.",91,High,False,
Nancy Pena,1867197392,"78842 Davidson Branch, Port Nancy, MI 61508",Orthopedics,1203276695,https://www.nancy23clinic.com,LIC-58740,Nancy Health Clinic,PA,True,True,True,True,Nancy Health Clinic | Orthopedics in PA,Orthopedics,Specialist Clinic,"Orthopedics, PA, Nancy, healthcare, doctor","Nancy Pena is a Orthopedics provider at Nancy Health Clinic based in PA, serving patients as a specialist clinic.",95,High,False,
Stacy Wells,(680)804-2867,"16353 Kelly Haven, West Haileyland, NE 57706",Oncology,1262347973,https://www.stacy95clinic.com,LIC-20339,Stacy Health Clinic,IL,True,True,False,True,Stacy Health Clinic | Oncology in IL,Oncology,Specialist Clinic,"Oncology, IL, Stacy, healthcare, doctor","Stacy Wells is a Oncology provider at Stacy Health Clinic based in IL, serving patients as a specialist clinic.",85,High,False,Website not reachable
Joshua Stanley,743-231-4053,"7746 Samuel Port, Port Pamelaport, KY 56887",Cardiology,1810634224,https://www.joshua28clinic.com,LIC-75387,Joshua Health Clinic,NY,True,True,True,True,Joshua Health Clinic | Cardiology in NY,Cardiology,Specialist Clinic,"Cardiology, NY, Joshua, healthcare, doctor","Joshua Stanley is a Cardiology provider at Joshua Health Clinic based in NY, serving patients as a specialist clinic.",93,High,False,
Larry Gibson,(359)039-6633,"9818 Ayala Summit Apt. 030, Thomasbury, ME 39040",Gastroenterology,1010954456,https://www.larry80clinic.com,LIC-89650,Larry Health Clinic,CA,True,True,False,True,Larry Health Clinic | Gastroenterology in CA,Gastroenterology,Specialist Clinic,"Gastroenterology, CA, Larry, healthcare, doctor","Larry Gibson is a Gastroenterology provider at Larry Health Clinic based in CA, serving patients as a specialist clinic.",82,High,False,Website not reachable
Angel Carr,572-494-2205,"7499 Donald Fort Suite 336, Port Stevenshire, KS 84919",Gastroenterology,1129034505,https://www.angel49clinic.com,LIC-40472,Angel Health Clinic,CA,True,True,True,True,Angel Health Clinic | Gastroenterology in CA,Gastroenterology,Specialist Clinic,"Gastroenterology, CA, Angel, healthcare, doctor","Angel Carr is a Gastroenterology provider at Angel Health Clinic based in CA, serving patients as a specialist clinic.",91,High,False,
Nathan Martinez,001-802-560-3941x6278,"Unit 2646 Box 4930, DPO AA 88781",Cardiology,1118446608,https://www.nathan98clinic.com,LIC-24462,Nathan Health Clinic,NY,True,True,True,True,Nathan Health Clinic | Cardiology in NY,Cardiology,Specialist Clinic,"Cardiology, NY, Nathan, healthcare, doctor","Nathan Martinez is a Cardiology provider at Nathan Health Clinic based in NY, serving patients as a specialist clinic.",93,High,False,
Luis Luna,001-037-437-9534x4399,"39515 Hernandez Walk Suite 292, East Duaneborough, LA 97667",Dermatology,1871607147,https://www.luis32clinic.com,LIC-55336,Luis Health Clinic,TX,True,True,True,True,Luis Health Clinic | Dermatology in TX,Dermatology,Specialist Clinic,"Dermatology, TX, Luis, healthcare, doctor","Luis Luna is a Dermatology provider at Luis Health Clinic based in TX, serving patients as a specialist clinic.",93,High,False,
Wesley Gutierrez,001-198-236-0554x99219,"PSC 2657, Box 8379, APO AE 37591",Oncology,1097809735,https://www.wesley85clinic.com,LIC-33533,Wesley Health Clinic,NC,True,True,True,True,Wesley Health Clinic | Oncology in NC,Oncology,Specialist Clinic,"Oncology, NC, Wesley, healthcare, doctor","Wesley Gutierrez is a Oncology provider at Wesley Health Clinic based in NC, serving patients as a specialist clinic.",91,High,False,
Mr. Zachary Reed,+1-108-399-4874x969,"8039 Henry Ports, New Scott, SD 03983",Cardiology,1911482038,https://www.mr.19clinic.com,LIC-28296,Mr. Health Clinic,PA,True,True,True,True,Mr. Health Clinic | Cardiology in PA,Cardiology,Specialist Clinic,"Cardiology, PA, Mr., healthcare, doctor","Mr. Zachary Reed is a Cardiology provider at Mr. Health Clinic based in PA, serving patients as a specialist clinic.",89,High,False,
Steven Freeman,+1-728-469-9074,"501 Lauren Center, East David, MA 92101",Orthopedics,1716366537,https://www.steven82clinic.com,LIC-84504,Steven Health Clinic,PA,True,True,True,True,Steven Health Clinic | Orthopedics in PA,Orthopedics,Specialist Clinic,"Orthopedics, PA, Steven, healthcare, doctor","Steven Freeman is a Orthopedics provider at Steven Health Clinic based in PA, serving patients as a specialist clinic.",90,High,False,
Michael Hernandez,441.731.7422x12078,"17617 Lutz Oval Suite 604, North Karen, DE 91673",Pediatrics,1167596934,https://www.michael14clinic.com,LIC-36081,Michael Health Clinic,NY,True,True,True,True,Michael Health Clinic | Pediatrics in NY,Pediatrics,Primary Care Clinic,"Pediatrics, NY, Michael, healthcare, doctor","Michael Hernandez is a Pediatrics provider at Michael Health Clinic based in NY, serving patients as a primary care clinic.",95,High,False,
David Kline,527-917-1871,"73107 Smith Terrace, Wattsside, KS 37291",Oncology,1865615090,https://www.david55clinic.com,LIC-36500,David Health Clinic,NY,True,True,False,True,David Health Clinic | Oncology in NY,Oncology,Specialist Clinic,"Oncology, NY, David, healthcare, doctor","David Kline is a Oncology provider at David Health Clinic based in NY, serving patients as a specialist clinic.",81,High,False,Website not reachable
Melissa Lopez,682.198.5143x01940,"07752 Moore Road, Ellismouth, NJ 32786",Neurology,1469661687,https://www.melissa28clinic.com,LIC-14054,Melissa Health Clinic,NY,True,True,True,True,Melissa Health Clinic | Neurology in NY,Neurology,Specialist Clinic,"Neurology, NY, Melissa, healthcare, doctor","Melissa Lopez is a Neurology provider at Melissa Health Clinic based in NY, serving patients as a specialist clinic.",92,High,False,
Daniel Sullivan,001-800-934-6097x290,"21997 Joshua Locks, Mcintyrehaven, NE 03413",Oncology,1750406030,https://www.daniel64clinic.com,LIC-64707,Daniel Health Clinic,CA,True,True,False,True,Daniel Health Clinic | Oncology in CA,Oncology,Specialist Clinic,"Oncology, CA, Daniel, healthcare, doctor","Daniel Sullivan is a Oncology provider at Daniel Health Clinic based in CA, serving patients as a specialist clinic.",82,High,False,Website not reachable
Zachary Jennings,001-013-799-3392x976,"62112 Cheryl Hill, Collinsfort, TX 73747",Gastroenterology,1132494773,https://www.zachary34clinic.com,LIC-99807,Zachary Health Clinic,TX,True,True,False,True,Zachary Health Clinic | Gastroenterology in TX,Gastroenterology,Specialist Clinic,"Gastroenterology, TX, Zachary, healthcare, doctor","Zachary Jennings is a Gastroenterology provider at Zachary Health Clinic based in TX, serving patients as a specialist clinic.",84,High,False,Website not reachable
Carlos Fernandez,902.847.0998x888,"927 Joanne Roads, Port Bonnie, NJ 92156",Neurology,1645376729,https://www.carlos34clinic.com,LIC-30331,Carlos Health Clinic,NY,True,True,False,True,Carlos Health Clinic | Neurology in NY,Neurology,Specialist Clinic,"Neurology, NY, Carlos, healthcare, doctor","Carlos Fernandez is a Neurology provider at Carlos Health Clinic based in NY, serving patients as a specialist clinic.",79,Moderate,True,Website not reachable
Laura Galloway,919.822.8960x373,"6887 Christopher Orchard Suite 478, Barneshaven, NE 29872",Family Medicine,1856370209,https://www.laura48clinic.com,LIC-24543,Laura Health Clinic,TX,True,True,False,True,Laura Health Clinic | Family Medicine in TX,Family Medicine,Primary Care Clinic,"Family Medicine, TX, Laura, healthcare, doctor","Laura Galloway is a Family Medicine provider at Laura Health Clinic based in TX, serving patients as a primary care clinic.",79,Moderate,True,Website not reachable
William Calderon,673-712-2576x91865,"432 White Mill, Lambertview, ND 96398",Pediatrics,1230520247,https://www.william95clinic.com,LIC-97922,William Health Clinic,GA,True,True,True,True,William Health Clinic | Pediatrics in GA,Pediatrics,Primary Care Clinic,"Pediatrics, GA, William, healthcare, doctor","William Calderon is a Pediatrics provider at William Health Clinic based in GA, serving patients as a primary care clinic.",90,High,False,
Lauren Hopkins,001-784-870-5384,"664 Jay Neck Suite 265, Davisstad, ND 14937",Gastroenterology,1199465447,https://www.lauren23clinic.com,LIC-99438,Lauren Health Clinic,PA,True,True,True,True,Lauren Health Clinic | Gastroenterology in PA,Gastroenterology,Specialist Clinic,"Gastroenterology, PA, Lauren, healthcare, doctor","Lauren Hopkins is a Gastroenterology provider at Lauren Health Clinic based in PA, serving patients as a specialist clinic.",92,High,False,
Kayla Bonilla,820.411.0787x30701,"363 Jennifer Rapid Suite 906, North Christopher, SC 09216",Orthopedics,1553809005,https://www.kayla29clinic.com,LIC-14949,Kayla Health Clinic,CA,True,True,True,True,Kayla Health Clinic | Orthopedics in CA,Orthopedics,Specialist Clinic,"Orthopedics, CA, Kayla, healthcare, doctor","Kayla Bonilla is a Orthopedics provider at Kayla Health Clinic based in CA, serving patients as a specialist clinic.",93,High,False,
Yolanda Cook,+1-351-663-7597x3901,"51902 Joshua Freeway, New Christineton, IN 43939",Urology,1897260503,https://www.yolanda33clinic.com,LIC-24114,Yolanda Health Clinic,TX,True,True,False,True,Yolanda Health Clinic | Urology in TX,Urology,Specialist Clinic,"Urology, TX, Yolanda, healthcare, doctor","Yolanda Cook is a Urology provider at Yolanda Health Clinic based in TX, serving patients as a specialist clinic.",82,High,False,Website not reachable
Robert Miller,174-419-2508,"PSC 0217, Box 3720, APO AE 41803",Pediatrics,1074169349,https://www.robert44clinic.com,LIC-88297,Robert Health Clinic,PA,True,True,False,True,Robert Health Clinic | Pediatrics in PA,Pediatrics,Primary Care Clinic,"Pediatrics, PA, Robert, healthcare, doctor","Robert Miller is a Pediatrics provider at Robert Health Clinic based in PA, serving patients as a primary care clinic.",82,High,False,Website not reachable
Richard Humphrey,(100)327-8250x241,"45410 Elizabeth Island, Aprilside, AZ 44294",Urology,1007292110,https://www.richard27clinic.com,LIC-57826,Richard Health Clinic,IL,True,True,False,True,Richard Health Clinic | Urology in IL,Urology,Specialist Clinic,"Urology, IL, Richard, healthcare, doctor","Richard Humphrey is a Urology provider at Richard Health Clinic based in IL, serving patients as a specialist clinic.",85,High,False,Website not reachable
Jonathan Phelps,001-750-349-0541x6893,"USS Weiss, FPO AA 72175",Dermatology,1212545106,https://www.jonathan91clinic.com,LIC-16222,Jonathan Health Clinic,OH,True,True,False,True,Jonathan Health Clinic | Dermatology in OH,Dermatology,Specialist Clinic,"Dermatology, OH, Jonathan, healthcare, doctor","Jonathan Phelps is a Dermatology provider at Jonathan Health Clinic based in OH, serving patients as a specialist clinic.",80,High,False,Website not reachable
Nicole Howard MD,988-165-0865x37743,"25767 Matthews Springs, Alexanderfurt, SC 62056",Cardiology,1603231883,https://www.nicole45clinic.com,LIC-54857,Nicole Health Clinic,FL,True,True,False,True,Nicole Health Clinic | Cardiology in FL,Cardiology,Specialist Clinic,"Cardiology, FL, Nicole, healthcare, doctor","Nicole Howard MD is a Cardiology provider at Nicole Health Clinic based in FL, serving patients as a specialist clinic.",83,High,False,Website not reachable
Amanda Hansen,(864)392-7479x230,"01765 Michael Port Apt. 907, Shawnmouth, WV 49823",Cardiology,1894075389,https://www.amanda22clinic.com,LIC-71501,Amanda Health Clinic,NY,True,True,False,True,Amanda Health Clinic | Cardiology in NY,Cardiology,Specialist Clinic,"Cardiology, NY, Amanda, healthcare, doctor","Amanda Hansen is a Cardiology provider at Amanda Health Clinic based in NY, serving patients as a specialist clinic.",82,High,False,Website not reachable
Christopher Padilla,484.731.4724,"088 Courtney Ford, New David, TN 25862",Gastroenterology,1154377128,https://www.christopher25clinic.com,LIC-61423,Christopher Health Clinic,NY,True,True,True,True,Christopher Health Clinic | Gastroenterology in NY,Gastroenterology,Specialist Clinic,"Gastroenterology, NY, Christopher, healthcare, doctor","Christopher Padilla is a Gastroenterology provider at Christopher Health Clinic based in NY, serving patients as a specialist clinic.",92,High,False,
Rickey Lee,819.637.0574x262,"8376 Martin Rue, Brownside, NH 72804",Family Medicine,1091095188,https://www.rickey41clinic.com,LIC-26642,Rickey Health Clinic,OH,True,True,True,True,Rickey Health Clinic | Family Medicine in OH,Family Medicine,Primary Care Clinic,"Family Medicine, OH, Rickey, healthcare, doctor","Rickey Lee is a Family Medicine provider at Rickey Health Clinic based in OH, serving patients as a primary care clinic.",94,High,False,
Mr. Grant Clark,206.709.6529,"30822 Peters Cove, South Dennismouth, OR 75865",Orthopedics,1071306696,https://www.mr.71clinic.com,LIC-25712,Mr. Health Clinic,GA,True,True,False,True,Mr. Health Clinic | Orthopedics in GA,Orthopedics,Specialist Clinic,"Orthopedics, GA, Mr., healthcare, doctor","Mr. Grant Clark is a Orthopedics provider at Mr. Health Clinic based in GA, serving patients as a specialist clinic.",80,High,False,Website not reachable
Andrew Lane,(405)215-9263x6335,"7748 Julia Island Apt. 100, Port Sean, ME 48409",Cardiology,1992398770,https://www.andrew54clinic.com,LIC-98818,Andrew Health Clinic,PA,True,True,False,True,Andrew Health Clinic | Cardiology in PA,Cardiology,Specialist Clinic,"Cardiology, PA, Andrew, healthcare, doctor","Andrew Lane is a Cardiology provider at Andrew Health Clinic based in PA, serving patients as a specialist clinic.",85,High,False,Website not reachable
Karen Hobbs,+1-344-989-7418x4186,"USCGC Schmidt, FPO AA 03611",Oncology,1003667697,https://www.karen33clinic.com,LIC-45390,Karen Health Clinic,OH,True,True,True,True,Karen Health Clinic | Oncology in OH,Oncology,Specialist Clinic,"Oncology, OH, Karen, healthcare, doctor","Karen Hobbs is a Oncology provider at Karen Health Clinic based in OH, serving patients as a specialist clinic.",91,High,False,
Pamela Martin,001-492-171-5661,"718 Kristen Mount, North Danielleburgh, KY 71929",Neurology,1125875873,https://www.pamela51clinic.com,LIC-75860,Pamela Health Clinic,NC,True,True,False,True,Pamela Health Clinic | Neurology in NC,Neurology,Specialist Clinic,"Neurology, NC, Pamela, healthcare, doctor","Pamela Martin is a Neurology provider at Pamela Health Clinic based in NC, serving patients as a specialist clinic.",82,High,False,Website not reachable
Rachel Jackson,+1-772-548-0416x39519,"61162 Braun Points Suite 021, Lake Michelleburgh, ND 01290",Pediatrics,1711804916,https://www.rachel98clinic.com,LIC-96131,Rachel Health Clinic,NY,True,True,False,True,Rachel Health Clinic | Pediatrics in NY,Pediatrics,Primary Care Clinic,"Pediatrics, NY, Rachel, healthcare, doctor","Rachel Jackson is a Pediatrics provider at Rachel Health Clinic based in NY, serving patients as a primary care clinic.",82,High,False,Website not reachable
Tina Johnson,+1-348-586-1962x06447,"Unit 0889 Box 8442, DPO AA 02911",Oncology,1719634977,https://www.tina44clinic.com,LIC-94516,Tina Health Clinic,CA,True,True,True,True,Tina Health Clinic | Oncology in CA,Oncology,Specialist Clinic,"Oncology, CA, Tina, healthcare, doctor","Tina Johnson is a Oncology provider at Tina Health Clinic based in CA, serving patients as a specialist clinic.",94,High,False,
Kelly Bates,(542)437-9864x6577,"94133 Christopher Throughway, Adamborough, MS 36784",Oncology,1710653295,https://www.kelly49clinic.com,LIC-54050,Kelly Health Clinic,FL,True,True,True,True,Kelly Health Clinic | Oncology in FL,Oncology,Specialist Clinic,"Oncology, FL, Kelly, healthcare, doctor","Kelly Bates is a Oncology provider at Kelly Health Clinic based in FL, serving patients as a specialist clinic.",92,High,False,
Nathaniel Pham,624-214-3019,"24896 Harvey Plains, Joshuamouth, NM 02519",Neurology,1887418327,https://www.nathaniel41clinic.com,LIC-22329,Nathaniel Health Clinic,CA,True,True,True,True,Nathaniel Health Clinic | Neurology in CA,Neurology,Specialist Clinic,"Neurology, CA, Nathaniel, healthcare, doctor","Nathaniel Pham is a Neurology provider at Nathaniel Health Clinic based in CA, serving patients as a specialist clinic.",90,High,False,
Yolanda Martin,574-516-7849,"Unit 3055 Box 0195, DPO AP 18541",Family Medicine,1728770131,https://www.yolanda74clinic.com,LIC-48485,Yolanda Health Clinic,OH,True,True,True,True,Yolanda Health Clinic | Family Medicine in OH,Family Medicine,Primary Care Clinic,"Family Medicine, OH, Yolanda, healthcare, doctor","Yolanda Martin is a Family Medicine provider at Yolanda Health Clinic based in OH, serving patients as a primary care clinic.",89,High,False,
